Department,Search Term,Search Frequency Rank,#1 Clicked ASIN,#1 Product Title,#1 Click Share,#1 Conversion Share,#2 Clicked ASIN,#2 Product Title,#2 Click Share,#2 Conversion Share,#3 Clicked ASIN,#3 Product Title,#3 Click Share,#3 Conversion Share
Amazon.com,lingerie for women,49,B09MHMR6WR,MARZXIN Women Lace Lingerie Bra and Panty Set 2 Piece Strappy Babydoll Bralette Bodysuit Black L,5.10%,5.88%,B083DR58XJ,RSLOVE Women Lingerie Sets with Garter Belt 3 Piece Lace Teddy Babydoll Bodysuit,3.15%,2.96%,B08KZZD45R,RSLOVE Women's Sexy Mesh Lingerie Sparkle Fishnet Bodysuit Babydoll One Piece Fishnet Teddy Black,2.06%,1.74%
Amazon.com,queen bed frame,50,B07CVQNKP5,"Best Price Mattress 14 Inch Metal Platform Beds w/ Heavy Duty Steel Slat Mattress Foundation (No Box Spring Needed), Black",10.17%,19.58%,B01M7M9NXX,"ZINUS Shalini Upholstered Platform Bed Frame / Mattress Foundation / Wood Slat Support / No Box Spring Needed / Easy Assembly, Dark Grey, Queen",6.87%,8.47%,B073WRLNS9,"Amazon Basics Foldable Metal Platform Bed Frame with Tool Free Setup, 14 Inches High, Queen, Black",4.89%,9.32%
Amazon.com,curtains,51,B01CS31NV6,"NICETOWN Thermal Insulated Grommet Blackout Curtains for Bedroom (2 Panels, W42 x L63 -Inch, Grey)",6.30%,8.83%,B06XF2F9NX,JINCHAN Moderate Room Darkening Curtains for Bedroom Living Room Thermal Curtains Textured Curtains Thermal Insulated Curtains 84 Inch Long Greyish Beige Curtains Grommet Top 1 Panel,5.49%,4.94%,B07D6HCZTY,"BGment Blackout Curtains for Bedroom - Grommet Thermal Insulated Room Darkening Curtains for Living Room, Set of 2 Panels (42 x 63 Inch, Navy Blue)",3.35%,5.80%
Amazon.com,dresser,52,B08VN8DBKC,"CubiCubi Dresser for Bedroom, 8 Drawer Storage Organizer Tall Wide Dresser for Bedroom Hallway, Sturdy Steel Frame Wood Top, Black Grey",9.41%,11.30%,B07FQLN6QW,"WLIVE Dresser for Bedroom with 5 Drawers, Wide Chest of Drawers, Fabric Dresser, Storage Organizer Unit with Fabric Bins for Closet, Living Room, Hallway, Nursery, Dark Grey",6.94%,12.40%,B084XSYKRF,"Tvilum 8 Drawer Double Dresser, Black Matte",3.85%,2.56%
Amazon.com,backpacks for girls,53,B096RJDZZF,"Teenage Girls' Backpack Middle School Students Bookbag Outdoor Daypack with USB Charge Port (21 Liters, Black Pink)",6.08%,5.59%,B07M7Y93TZ,"SCIONE Backpacks for Women Teen Girls,Large Capacity BookBag with USB Charger Port,Canvas Backpack-Back School Gift for Girls",2.52%,3.50%,B0B4WLCPCG,Cute Backpack Travel Backpacks Bookbag for Women & Men Boys Girls School College Students Backpack Durable Water Resistant Pink-B Large,2.16%,1.19%
Amazon.com,desk chair,54,B07B7K7N3P,"Furmax Office Chair Mid Back Swivel Lumbar Support Desk Chair, Computer Ergonomic Mesh Chair with Armrest (Black)",10.50%,11.40%,B00FS3VJAO,"Home Office Chair Ergonomic Desk Chair Mesh Computer Chair with Lumbar Support Armrest Executive Rolling Swivel Adjustable Mid Back Task Chair for Women Adults, Black",8.95%,11.29%,B081H3Y5NW,Amazon Basics Classic Puresoft Padded Mid-Back Office Computer Desk Chair with Armrest - Black,4.51%,5.92%
Amazon.com,workout sets for women,55,B09YN5TJ8N,OQQ Women's 3 Piece Outfits Ribbed Seamless Exercise Scoop Neck Sports Bra One Shoulder Tops High Waist Shorts Active Set,5.21%,6.68%,B08HCPBRZ2,Women Seamless Yoga Outfits 2 Piece Workout Short Sleeve Crop Top with High Waisted Running Shorts Sets Activewear,3.21%,3.49%,B08SJZXT3R,OQQ Workout Outfits for Women 2 Piece Seamless Ribbed High Waist Leggings with Sports Bra Exercise Set,2.79%,1.92%
Amazon.com,led lights,56,B09V366BDY,"Ksipze 100ft Led Strip Lights (2 Rolls of 50ft) RGB Music Sync Color Changing, Led Lights with Smart App Control Remote, Led Lights for Bedroom Lighting Flexible Home Decoration (100FT)",8.88%,6.66%,B0932M1666,"Tenmiro Led Lights for Bedroom 100ft (2 Rolls of 50ft) Music Sync Color Changing LED Strip Lights with Remote and App Control 5050 RGB LED Strip, LED Lights for Room Home Party Decoration",8.20%,8.29%,B09BMWGRFM,"100ft Led Lights for Bedroom, APP Control Music Sync Color Changing,Ultra Long RGB 5050 Led Strip Lights with 44Keys IR Remote for Christmas Room Home Decoration",6.48%,9.07%
Amazon.com,press on nails,57,B0B1CYRZRN,"6 Packs (144 Pcs) Press on Nails Medium Design, Misssix Fake Nails Almond and Square Glue on Nails Set with Adhesive Tabs Nail File for Women",4.89%,4.64%,B08QXN2CLY,"KISS imPRESS Color Press-On Manicure, Gel Nail Kit, PureFit Technology, Short Length, “Sandbox”, Polish-Free Solid Color Mani, Includes Prep Pad, Mini File, Cuticle Stick, and 30 Fake Nails",3.36%,5.24%,B09DBJ1DCZ,24 Pcs Press on Nails Long Fake Nails Acrylic Ballet French White Illuminate Butterfly adhesive tape on Nails Design Nails for Women and Girls,2.76%,1.99%
Amazon.com,bookshelf,58,B00PC5DRPS,"Furinno Pasir 3-Tier Open Shelf Bookcase, Brown",12.49%,22.11%,B074NHT1SM,"Furinno Luder Bookcase / Book / Storage , 5-Tier, White",7.01%,7.51%,B09S3GB8QH,"Furinno Luder Bookcase / Book / Storage, 2-Tier, White",4.19%,4.70%
Amazon.com,bathroom organizer,59,B08PB8ZTK1,"4 Pack Qtip Holder Dispenser for Cotton Ball, Cotton Swab, Cotton Round Pads, Floss - 10 oz Clear Plastic Apothecary Jar Set for Bathroom Canister Storage Organization, Vanity Makeup Organizer",5.07%,7.57%,B06Y2FS8FK,"madesmart 2-Tier Organizer, Multi-Purpose Slide-Out Storage Baskets with Handles and Dividers, Frost",4.90%,7.11%,B08PB79YXV,"2 Pack Qtip Holder Dispenser for Cotton Ball, Cotton Swab, Cotton Round Pads, Floss - 10 oz Clear Plastic Apothecary Jar Set for Bathroom Canister Storage Organization, Vanity Makeup Organizer",3.91%,6.28%
Amazon.com,"luxury beauty, luxury beauty shops, amazon",60,B092LT4B6Q,"City Beauty InvisiCrepe Body Balm - Firming Body Cream - Solution for Wrinkles & Crepe Skin - Chest, Arms, Hands, Stomach, & Legs - Clean Formula with Niacinamide - Anti-Aging Cruelty-Free Skin Care",11.40%,0.00%,B082WZTJV5,Grande Cosmetics GrandeLASH-MD Lash Enhancing Serum,8.09%,0.00%,B00949CTQQ,"Paulas Choice--SKIN PERFECTING 2% BHA Liquid Salicylic Acid Exfoliant--Facial Exfoliant for Blackheads, Enlarged Pores, Wrinkles & Fine Lines, 4 oz Bottle",6.52%,0.00%
Amazon.com,tv,61,B08SWD2SCK,Amazon Fire TV 43 4-Series 4K UHD smart TV,11.82%,11.27%,B08T6J1HG8,"Amazon Fire TV 65 Omni Series 4K UHD smart TV with Dolby Vision, hands-free with Alexa",6.33%,7.25%,B08Z265BJH,"Insignia 50-inch Class F30 Series LED 4K UHD Smart Fire TV (NS-50F301NA22, 2021 Model)",5.94%,8.12%
Amazon.com,crocs womens,62,B08BZ64HHP,Crocs Unisex-Adult Classic Clogs (Best Sellers),21.47%,34.46%,B09YW58H9P,Crocs Unisex-Adult Classic Solar Rainbow Clogs,5.78%,5.10%,B08W4F8MQ7,Crocs Unisex-Adult Crocband Clog,5.09%,4.29%
Amazon.com,coffee maker,63,B08QD33PZ2,"Mr. Coffee 2129512, 5-Cup Mini Brew Switch Coffee Maker, Black",14.79%,26.14%,B093XTHCZL,"Mr. Coffee Iced and Hot Coffee Maker, Single Serve Machine with 22-Ounce Tumbler and Reusable Coffee Filer, Black",5.69%,3.66%,B06Y2WCHDV,"Hamilton Beach 49976 FlexBrew Trio 2-Way Coffee Maker, Compatible with K-Cup Pods or Grounds, Combo, Single Serve & Full 12c Pot, Black",4.84%,3.14%
Amazon.com,coffee table,64,B01K6PLW4Q,"Sauder North Avenue Coffee Table, Charter Oak finish",6.37%,10.71%,B07N9JXFDL,"OneSpace Basics Coffee Table, Black",5.67%,10.31%,B07GCS4X7H,"Sauder North Avenue Coffee Table, Smoked Oak finish",3.93%,5.06%
Amazon.com,dog food,65,B009IOCCD2,"Purina ONE Natural Dry Dog Food, SmartBlend Lamb & Rice Formula - 31.1 lb. Bag",5.16%,4.49%,B0009YWKUA,"Blue Buffalo Life Protection Formula Natural Adult Dry Dog Food, Chicken and Brown Rice 30-lb",3.81%,3.11%,B09K8YYVWV,"Blue Buffalo Life Protection Formula Natural Adult Dry Dog Food, Chicken and Brown Rice 5-lb Trial Size Bag",3.16%,2.72%
Amazon.com,sports bras for women,66,B01ES46PF2,"Hanes Sport Women's Compression Racerback Sports Bra,Black,Large",3.44%,5.21%,B01ES46I5E,Hanes Sport Women's Compression Racerback Sports Bra,2.70%,2.32%,B01ES46RYG,"Hanes Sport Women's Compression Racerback Sports Bra,Black,Medium",2.31%,3.82%
Amazon.com,bathroom decor,67,B099FJJYYC,"Olanly Memory Foam Bath Mat Rug, Ultra Soft Non Slip and Absorbent Bathroom Rug, Machine Wash Dry, Comfortable, Thick Bath Rug Carpet for Bathroom Floor, Tub and Shower, 17x24, Black",5.85%,7.50%,B083YRT6JK,"Premium Mason Jar Bathroom Accessories Set (6PCS) - Lotion Soap Dispenser,Toothbrush Holder,2 Apothecary Jars(Qtip Holder), Soap Dish,Storage Organizer Basket - Rustic Farmhouse Decor (Black)",4.68%,4.26%,B07W4Z51FZ,"Tbestmax 3 Pack Plastic Cotton Swab Ball Pad Holder, 10 Oz Qtip Apothecary Jar Clear Bathroom Container Organizer Dispenser",3.84%,3.30%
Amazon.com,bluetooth headphones,68,B08WM3LMJF,JBL Tune 510BT: Wireless On-Ear Headphones with Purebass Sound - Black,15.03%,18.04%,B07RGZ5NKS,TOZO T6 True Wireless Earbuds Bluetooth Headphones Touch Control with Wireless Charging Case IPX8 Waterproof Stereo Earphones in-Ear Built-in Mic Headset Premium Deep Bass for Sport Black,6.61%,9.64%,B07NM3RSRQ,"Anker Soundcore Life Q20 Hybrid Active Noise Cancelling Headphones, Wireless Over Ear Bluetooth Headphones, 40H Playtime, Hi-Res Audio, Deep Bass, Memory Foam Ear Cups, for Travel, Home Office",5.64%,3.96%
Amazon.com,the boys,69,B0875THX53,The Boys - Season 1,19.86%,0.00%,B0875L45GK,The Boys - Season 1,18.59%,0.50%,B09WV8HF7Q,The Boys - Season 3,14.29%,0.00%
Amazon.com,pens,70,B019QBOG3U,"Paper Mate Gel Pens | InkJoy Pens, Medium Point, Assorted, 14 Count",11.89%,7.74%,B00M382RJO,"Zebra Pen Z-Grip Retractable Ballpoint Pen, Medium Point, 1.0mm, Black Ink, - 18 Pieces, Model Number: 22218",7.88%,11.14%,B082PN4X5J,"Sharpie S-Gel, Gel Pens, Medium Point (0.7mm), Black Ink Gel Pen, 12 Count (Pack of 1), Black",4.46%,4.75%
Amazon.com,shower caddy,71,B00MGB4YRQ,"Attmu Mesh Shower Caddy Portable for College Dorm Room Essentials with 8 Pockets, Hanging Shower Caddy Basket Tote Bag Toiletry Accessories for Bathroom",8.52%,10.03%,B09NBFH36P,"Corner Shower Caddy, Shower Organizer Corner Shower Shelf with 8 hooks,2-Pack Adhesive Stainless Steel MAXIFFE Shower Shelves for Bathroom Storage (Matte Black)",6.81%,5.62%,B09GPDZYZD,"Epicano Anti-Swing Hanging Shower Caddy, Over Head Shower Caddy Rustproof with hooks for Towels, Sponge and more, Metal Black",6.54%,7.96%
Amazon.com,gel nail polish,72,B087M3QZDW,"Modelones Gel Nail Polish Set, 36 Pcs Colors 7ML All Seasons Holiday Gel Polish Soak Off Gel Nail Kit Glitter Nail Art Starter Kit Beauty Gifts Set for Women Girls Valentines Birthday Day Gift",5.74%,4.83%,B07XFCDW64,Beetles Bridesmaid Beauty Classic Gel Nail Polish Set - Nude Gray Pink 6 Colors Wedding Gel Polish Kit Popular Nail Art Design Soak Off LED Lamp Nail Polish Gel Manicure Kit New Year Holiday Gifts Set,3.51%,5.47%,B07TY121WR,Beetles Milky Way Glitter Gel Nail Polish Set 6 Colors Collection Black Gel Polish Kit Soak Off Nail Lamp Cat Eyes Magnet Color Changing Glitter Gel Phantom Chameleon Nail Kit Gift Box,3.31%,3.71%
Amazon.com,home decor,73,B09KGVJNRW,"86PCS Natural Dried Pampas Grass Bouquet,Boho Home Decor Bouquet, Phragmites Dried Flowers,Bouquet for Wedding Floral Arrangements Home Decorations",6.97%,7.97%,B08YQRPYPS,"Interchangeable Seasonal Welcome Sign Front Door Decoration, Rustic Round Wood Wreaths Wall Hanging Outdoor, Farmhouse, Porch, for Spring Summer Fall All Seasons Holiday Halloween Christmas.",6.32%,9.06%,B000QTUJXS,"HoMedics Indoor 3-Tier Relaxation Tabletop Fountain, Automatic Pump with Power Switch, Extra Deep Basin with Natural River Rocks and Reflective Lighting Feature, EnviraScape Silver Springs",3.72%,4.53%
Amazon.com,lunch box kids,74,B07MXXP841,"Bento Box,MISS BIG Bento Box for Kids,Ideal Leak Proof Lunch Box Kids,Mom’s Choice Kids Lunch Box, No BPAs and No Chemical Dyes,Microwave and Dishwasher Safe Lunch Containers(White)",7.39%,7.57%,B0872LV63N,"FlowFly Kids Lunch box Insulated Soft Bag Mini Cooler Back to School Thermal Meal Tote Kit for Girls,Boys, Astronaut",3.73%,6.30%,B07QZ4CRP3,"Bentgo® Kids Prints Leak-Proof, 5-Compartment Bento-Style Kids Lunch Box - Ideal Portion Sizes for Ages 3 to 7 - BPA-Free, Dishwasher Safe, Food-Safe Materials (Unicorn)",3.29%,2.94%
Amazon.com,nike,75,B07NMZ5Q5N,Nike Men's Court Vision Low Sneaker,15.17%,5.35%,B06Y4CJVQY,NIKE Performance Cushion Crew Socks with Band (6 Pairs),8.15%,19.06%,B07JQKM2SP,Nike Men's Air Monarch IV Cross Trainer,3.38%,3.68%
Amazon.com,water bottle,76,B09S5DN4GP,Pogo BPA-Free Plastic Water Bottle with Chug Lid,5.32%,8.44%,B08QVGHNGH,"CamelBak Chute Mag BPA Free Water Bottle with Tritan Renew, 25oz, Coastal",3.46%,4.60%,B09CKP6TGQ,"Water Bottles, 32oz Water Bottles with Times to Drink, BPA Free Tritan Water Jug, Leakproof Water Bottle with Straw and Safety Lock, Motivational Water Bottle Ensure You Drink Enough Water Every Day",3.10%,2.83%
Amazon.com,portable charger,77,B07QXV6N1B,"Anker Portable Charger, 313 Power Bank (PowerCore Slim 10K) 10000mAh Battery Pack with High-Speed PowerIQ Charging Technology and USB-C (Input Only) for iPhone, Samsung Galaxy, and More",22.19%,27.28%,B07XFBN7HX,"2-Pack Miady 10000mAh Dual USB Portable Charger, Fast Charging Power Bank with USB C Input, Backup Charger for iPhone X, Galaxy S9, Pixel 3 and etc …",11.31%,14.17%,B08QHG7BTB,"Mini Portable Charger Power Bank 5000mAh Capacity External Battery Pack Dual Output Port and USB-C (Input Only) Power Bank for iPhone, Samsung Galaxy, Android Phone, iPad & etc (Blue)",9.49%,8.65%
Amazon.com,jewelry organizer,78,B01CPHFN34,"BB Brotrade Hanging Jewelry Organizer,Accessories Organizer,80 Pocket Organizer for Holding Jewelries（Beige）",4.39%,6.77%,B08C2R91Q9,"X-cosrack Earring Holder,5-Tier Ear Stud Holder with Wooden Tray,Jewelry Organizer Holder for Earrings Necklaces Bracelets Watches and Rings,Earring Display Stand with 132 Holes,Black",4.05%,5.97%,B07SVFH8HQ,"SONGMICS Jewelry Box with Glass Lid, 3-Layer Jewelry Organizer, 2 Drawers, Jewelry Storage, Plenty of Storage Space, Modern Style, Gift for Loved Ones, Cloud White UJBC239WT",4.04%,2.99%
Amazon.com,crossbody bags for women,79,B00GC4MIJY,"Carhartt Legacy Women’s Cross Body Carry All, Black",4.11%,3.25%,B07Y2BP7F2,"Michael Kors Women's Jet Set Item Lg Crossbody, Vanilla 2019, One Size",3.77%,2.46%,B01LWCSMG2,Small Triple Zip Crossbody Bag (Black),3.05%,5.26%
Amazon.com,wall decor,80,B07H9TTGPZ,CEWOR 24 Pack 173ft Artificial Ivy Garland Fake Vines Greenery Garland Hanging Plants Greenery Backdrop for Home Bedroom Wall Decor Astethic Wedding Decoration Jungle Theme Party Supplies,4.83%,5.50%,B08CVC1F7P,"5 Pieces Scandinavian Natural Decor Acrylic Wall Decorative Mirror Interior Design Wooden Moon Phase Mirror Bohemian Wall Decoration for Home Living Room Bedroom Decor - Acrylic,Not Real Mirror(Beige)",4.54%,5.11%,B08L42JZ7B,"Habitat WA3716W Cabers Gold Starbursts Metal Wall Art, Metallic",2.81%,2.06%
Amazon.com,bathroom rugs,81,B08XZ2KQZR,"Olanly Luxury Bathroom Rug Mat, Extra Soft and Absorbent Microfiber Bath Rugs, Non-Slip Plush Shaggy Bath Carpet, Machine Wash Dry, Bath Mats for Bathroom Floor, Tub and Shower, 16x24, Grey",8.05%,10.79%,B082TLVSXG,"MAYSHINE Soft Plush Microfiber Bathroom Rug, Machine Washable, Absorbent Chenille Bath Mat | Non-Slip, Quick Dry Shag Carpet, Great for Bath, Shower, Bedroom, or Door Mat (Charcoal Gray, 17x24)",5.70%,8.48%,B07RNHVTBF,"2 Piece Bathroom Set Non Slip Thick Shaggy Chenille Bathroom Rugs Soft Bath Mats for Bathroom Extra Absorbent Floor Mats Bath Rugs Set for Kitchen/Living Room (20 x 32/17 x 24, Dove Grey)",4.88%,4.83%
Amazon.com,coffee,82,B0084CO2W8,Maxwell House The Original Roast Medium Roast Ground Coffee (30.6 oz Canister),4.27%,2.73%,B010ULFIBE,"Folgers Gourmet Supreme Medium Dark Roast Ground Coffee, 24.2 Ounces",3.12%,2.91%,B07C1YFV6D,"Dunkin' Original Blend Medium Roast Ground Coffee, 30 Ounce",2.13%,2.24%
Amazon.com,jumpsuits for women,83,B07P3988VS,YESNO Women Casual Loose Long Bib Pants Wide Leg Jumpsuits Baggy Cotton Rompers Overalls with Pockets PZZ,9.56%,9.18%,B078S4BZGX,Verdusa Women's Adjustable Straps Jumpsuit Overalls with Pockets,5.09%,5.18%,B08NW5VVZC,PRETTYGARDEN Women's Summer Casual Deep V Neck Short Sleeve Wrap Drawstring Waist Jumpsuit Romper,3.52%,4.37%
Amazon.com,blackout curtains,84,B01CS31R94,"NICETOWN Pitch Black Solid Thermal Insulated Grommet Blackout Curtains/Drapes for Bedroom Window (2 Panels, 42 inches Wide by 63 inches Long, Black)",12.22%,13.74%,B0978JK315,"Rutterllow 100% Blackout Curtains 2 Panels, Full Shade 84 Inches Long Complete Drapes for Living Room, Dark Grey Thermal Insulated Bedroom Window Treatment Drapes (Gray, 52 x 84 inch)",7.79%,8.46%,B07RMHVHPN,"NICETOWN Living Room Blackout Curtains and Drapes, Black Solid Thermal Insulated Grommet Blackout Drapery Panels for Window (2 Panels, 29 inches Wide by 45 inches Long, Black)",5.80%,5.96%
Amazon.com,notebook,85,B00D3OR58A,"Oxford Spiral Notebook 6 Pack, 1 Subject, College Ruled Paper, 8 x 10-1/2 Inch, Color Assortment May Vary (65007)",9.30%,16.19%,B003O2RXUQ,"Five Star Spiral Notebook + Study App, 5 Subject, College Ruled Paper, 11 x 8-1/2, 200 Sheets, Black, 1 Count (72081)",7.79%,8.43%,B08NYRMWZ8,"Spiral Notebook, 4 Pcs A5 Thick Plastic Hardcover 8mm Ruled 4 Color 80 Sheets -160 Pages Journals for Study and Notes (style 10-Wine Red,Brown,Green,ivory, A5)",7.42%,3.98%
Amazon.com,compression socks for women,86,B09YTP4LZ5,Dr. Scholl's Women's Graduated Compression Knee High Socks - 1 & 2 Pair Packs,9.30%,9.07%,B09ZQQG855,"3 Pack Medical Compression Sock-Compression Sock For Women and Men Circulation -Best for Running,Nursing,Athletic Sports",8.37%,10.65%,B07XC3S4ZZ,Graduated Medical Compression Socks for Women&Men 20-30mmhg Knee High Sock,4.60%,4.83%
Amazon.com,shower head,87,B087DY96NP,"kaqinu Shower Head , 8 Inch High Pressure Rainfall Shower Head / Handheld Showerhead Combo with 11 Inch Extension Arm, Anti-leak Shower Head with Holder/ Hose, Flow Regulator, Chrome",5.89%,4.44%,B09LXN9TMM,"FASTRAS LED Shower Head with Handheld, Shower Head High Pressure Shower Head with Hose, Holder & PTFE Tape etc, 3 Water Temperature-Controlled Water Saving Filtered Shower Head for Dry Hair& Skin…",5.89%,6.02%,B09CYW2D8X,"Shower Head, Kaqinu 8'' High Pressure Rainfall Shower Head / Handheld Showerhead Combo with 11” Extension Arm, Anti-leak Shower Head with Holder/ Hose, Flow Regulator - Matt Black",5.53%,3.40%
Amazon.com,closet organizers and storage,88,B09WVCLZNS,"12-Pack-Closet-Organizers-and-Storage,Closet-Organizer-Hanger for Heavy Clothes,Sturdy Closet-Organization-and-Storage-Hangers-Space-Saving for Wardrobe,Dorm-Room-Essentials for College Students Girls",5.92%,9.13%,B098K6GTWR,"6-Shelf Hanging Closet Organizer, 2 Separable 3-Shelf Hanging Shelves with 3 Drawers for Wardrobe, Nursery, Baby Clothes Organization and Storage",4.89%,6.20%,B097PVKRYM,"SEESPRING 12 Pack Shoe Storage Box, Clear Plastic Stackable Shoe Organizer for Closet, Space Saving Foldable Shoe Sneaker Containers Bins Holders",3.87%,2.29%
Amazon.com,dress,89,B084VGTVGY,Romwe Women's Short Sleeve V Neck All Over Print High Waist A Line Summer Short Dress,3.45%,2.63%,B08B3TZT3D,Floerns Women's Boho Floral Print Off Shoulder Split Long A Line Dress,1.50%,0.35%,B09DS5ZMZ2,Cosonsen Women's Dress Deep V-Neck Long Sleeve Waist Tie Ruffle Mini Swing Skater Dresses,1.30%,0.53%
Amazon.com,gel blaster,90,B09ZQVB94R,"Electric JM-X2 Gel Ball Blaster, Splatter Ball Gun Automatic with Gel Balls, High Performance Full Auto Gel Ball Water Bead Blaster for Outdoor Games Ages 14+",7.03%,5.59%,B09ZQ4HX55,"Gel Blaster Surge – Adjustable Blast Speed with Semi or Automatic Modes, Range of Over 100 feet – Includes 10,000 Eco-Friendly Ammo Gellets and More – Mess Free Fun for Ages 9+ (Electric Green 1pk)",6.08%,6.37%,B09WRG9NSR,"Electric Gel Ball Blaster 2 Modes Gel Ball Blaster with 10,000 Eco-Friendly Gel Balls, M-416 Automatic Gel Ball Blaster Toy for Adults and Kids Ages 14+ (Red)",4.95%,3.45%
Amazon.com,candy,91,B0017L4PH0,"Airheads Candy Bars, Variety Bulk Box, Chewy Full Size Fruit Taffy, Gifts, Halloween, Holiday, Parties, Concessions, Pantry, Non Melting, 60 Individually Wrapped Full Size Bars",8.78%,7.79%,B01D0O11B4,"Bazooka Candy Brands Variety Summer Candy Box - 18 Count Lollipops w/ Assorted Flavors from Ring Pop, Push Pop, Baby Bottle Pop & Juicy Drop - Fun Candy for Summer Parties - 12.4 Ounce (Pack of 1)",5.39%,2.44%,B07G7FFZ79,"Bulk Assorted Fruit Candy - Starburst, Skittles, Swedish Fish, Air Heads, Jolly Rancher, Sour Punch, Sour Patch Kids, Haribo Gold-Bears Gummi Bears & Twizzlers (32 Oz Variety Fun Pack) by Variety Fun",5.01%,4.11%
Amazon.com,fan,92,B082MY2MX3,"Amazon Basics 3 Speed Small Room Air Circulator Fan, 7-Inch, Black",13.15%,18.42%,B001R1RXUG,"Honeywell HT-900 TurboForce Air Circulator Fan Black, Small",9.64%,18.64%,B09MKPDJRT,"Dreo Nomad One Tower Fan with Remote, 24ft/s Velocity Quiet Cooling Fan, 90° Oscillating Fan with 4 Speeds, 4 Modes, 8H Timer, Bladeless Fan, Standing Floor Fans, Black, (DR-HTF007)",8.10%,6.89%
Amazon.com,makeup organizer,93,B0786MTYDD,"Clear Cosmetic Storage Organizer - Easily Organize Your Cosmetics, Jewelry and Hair Accessories. Looks Elegant Sitting on Your Vanity, Bathroom Counter or Dresser. Clear Design for Easy Visibility.",11.03%,14.13%,B08P2YCQY4,"MIUOPUR Makeup Organizer for Vanity, Large Capacity Desk Organizer with Drawers for Cosmetics, Lipsticks, Jewelry, Nail Care, Skincare, Ideal for Bedroom and Bathroom Countertops - Large White",4.18%,3.53%,B09RWMNZMH,"Makeup Desk Organizer, Makeup Organizer With Drawers, Bathroom Countertop Organizer for Cosmetics, Vanity Holder for Lipstick, Brushes, Lotions, Eyeshadow, Nail Polish and Jewelry (White)",4.15%,4.86%
